Title,Title_link,css-17ubb9w,css-myxawk,css-16nhkrn,Thumbnail,css-15w69y9,css-bc0f0m
‘This Is Not the Hunger Games’: National Testing Strategy Draws Concerns,https://www.nytimes.com/2020/05/25/health/coronavirus-testing-trump.html?searchResultPosition=167,May 25,Health,The Trump administration’s report to Congress sees states taking responsibility for coronavirus testing with federal guidance.,https://static01.nyt.com/images/2020/05/25/science/25virus-testing/merlin_172457271_1322e237-76a5-428d-ac0b-b55d596e5c11-thumbWide.jpg,By Apoorva Mandavilli and Catie Edmondson,"PRINT EDITIONMay 26, 2020"
America Is a Tinderbox,https://www.nytimes.com/2020/05/29/opinion/george-floyd-protests-minneapolis.html?searchResultPosition=168,May 29,Opinion,Scenes from a country in free fall.,https://static01.nyt.com/images/2020/05/30/opinion/sunday/30Goldberg1/30Goldberg1-thumbWide.jpg,By Michelle Goldberg,
Trump Sows Doubt on Voting. It Keeps Some People Up at Night.,https://www.nytimes.com/2020/05/24/us/politics/trump-2020-election-voting-rights.html?searchResultPosition=169,May 24,Politics,"A group of worst-case scenario planners — mostly Democrats, but also some anti-Trump Republicans — have been gaming out how to respond to various doomsday options for the 2020 presidential election.",https://static01.nyt.com/images/2020/05/25/us/politics/24doomsday1/24doomsday1-thumbWide.jpg,By Reid J. Epstein,"PRINT EDITIONHow Far Would Trump Go to Keep Job? Foes Brainstorm Options|May 25, 2020, Page A18"
It’s My 100th Birthday. It’s Been Quite a Century.,https://www.nytimes.com/2020/05/23/opinion/coronavirus-100-years-old.html?searchResultPosition=170,May 23,Opinion,"I grew up in the Great Depression and served in World War II. Trust me when I say America will survive this crisis, too.",https://static01.nyt.com/images/2020/05/21/opinion/21rowse1/21rowse1-thumbWide.jpg,By Arthur E. Rowse,
Pressure Mounts Over Calls for Guantánamo’s Most Isolated Prisoners,https://www.nytimes.com/2020/05/29/us/politics/coronavirus-guantanamos-isolated-prisoners.html?searchResultPosition=171,May 29,Politics,"Amid the coronavirus pandemic, two judges have ordered the government to arrange classified calls between some detainees and their lawyers, or explain why not.",https://static01.nyt.com/images/2020/05/30/us/politics/30dc-gitmo/merlin_160679034_cb35a6a3-ba84-425f-bb87-5f98aeb4529c-thumbWide.jpg,By Carol Rosenberg,"PRINT EDITIONOrder May Let Lawyers Call Guantánamo Detainees|May 30, 2020, Page A6"
What to Know About the Malaria Drug Trump Says He Is Using,https://www.nytimes.com/article/hydroxychloroquine-coronavirus.html?searchResultPosition=172,May 18,U.S.,"Here are the facts on hydroxychloroquine, which the president has promoted to fight Covid-19 despite warnings from the F.D.A. that it can cause heart problems.",https://static01.nyt.com/images/2020/05/18/multimedia/18xp-virus-Hydroxychloroquine1/18xp-virus-Hydroxychloroquine1-thumbWide.jpg,"By Denise Grady, Katie Thomas, Patrick J. Lyons and Neil Vigdor","PRINT EDITIONWhat Is Hydroxychloroquine? Facts About the Drug Trump Is Taking|May 20, 2020, Page A11"
"As Trump Pushes for Reopenings, Congregations Choose Safety Over Haste",https://www.nytimes.com/2020/05/24/us/coronavirus-church-trump.html?searchResultPosition=173,May 24,U.S.,Houses of worship are balancing the desire to reopen and worship together against the health consequences of moving too fast.,https://static01.nyt.com/images/2020/05/24/us/24virus-churches-1/24virus-churches-1-thumbWide.jpg,By Rick Rojas and Elizabeth Dias,"PRINT EDITIONMany Congregations Preach Caution as Discourse on Reopening Becomes Political|May 25, 2020, Page A8"
"Four Months After First Case, U.S. Death Toll Passes 100,000",https://www.nytimes.com/2020/05/27/us/coronavirus-live-news-updates.html?searchResultPosition=174,May 27,U.S.,Scientists are revising the timeline of how the virus spread. Education Secretary Betsy DeVos said she would direct public school districts to share federal aid with private schools.,https://static01.nyt.com/images/2020/05/25/us/25virus-briefing-deats/merlin_172798662_63cb2a93-730a-4176-aaab-d421f45a5e4c-thumbWide.jpg,,
,,,,,,,
Donald Trump Doesn’t Want Authority,https://www.nytimes.com/2020/05/19/opinion/coronavirus-trump-orban.html?searchResultPosition=175,May 19,Opinion,The coronavirus crisis offered the president an opportunity to consolidate power. It turns out he only wants attention.,https://static01.nyt.com/images/2020/05/19/opinion/19douthatWeb/19douthatWeb-thumbWide.jpg,By Ross Douthat,
China’s Hong Kong Crackdown Could Put Trump in an Unwelcome Spot,https://www.nytimes.com/2020/05/21/us/politics/trump-china-hong-kong.html?searchResultPosition=176,May 21,Politics,A proposed new security law has senators calling for sanctions. But the president is reluctant to jeopardize his ties to President Xi Jinping.,https://static01.nyt.com/images/2020/05/21/us/politics/21dc-chinareact/21dc-chinareact-thumbWide.jpg,By Michael Crowley and Edward Wong,"PRINT EDITIONMay 22, 2020, Page A16"
Reopening Optimism Helps Wall Street,https://www.nytimes.com/2020/05/27/business/stock-market-today-coronavirus.html?searchResultPosition=177,May 27,Business,The latest on stock market and business news during the coronavirus outbreak.,https://static01.nyt.com/images/2020/05/27/business/27virus-markets-briefing-wallst/merlin_172731732_28654f56-1172-4b40-80e7-1268073bff61-thumbWide.jpg,,"PRINT EDITIONMay 27, 2020"
We’ve Got Way Too Many Trumps,https://www.nytimes.com/2020/05/20/opinion/trump-children.html?searchResultPosition=178,May 20,Opinion,"The next generation’s terrible trio, and two we’ll leave alone.",https://static01.nyt.com/images/2020/05/20/opinion/20collins1/20collins1-thumbWide.jpg,By Gail Collins,"PRINT EDITIONMay 21, 2020, Page A26"
Trump Looks Forward to the Return of Sports With Crowds,https://www.nytimes.com/2020/05/17/sports/golf/rory-mcilroy-trump-pga.html?searchResultPosition=179,May 17,Golf,The president called in to the broadcast of the golf tour’s first live TV event since the coronavirus pandemic shuttered tournaments.,https://static01.nyt.com/images/2020/05/17/sports/17golf-trump/17golf-trump-thumbWide.jpg,By Bill Pennington,"PRINT EDITIONDuring Event, Trump Says He Looks Forward to ‘Big Stadiums Loaded With People’|May 18, 2020, Page D2"
"Trump Says He’s Taking Hydroxychloroquine, Prompting Warning From Health Experts",https://www.nytimes.com/2020/05/18/us/politics/trump-hydroxychloroquine-covid-coronavirus.html?searchResultPosition=180,May 18,Politics,"His announcement drew immediate criticism from a range of medical experts, who warned not just of the dangers it posed for the president’s health but also of the example it set.",https://static01.nyt.com/images/2020/05/18/us/politics/18dc-virus-trump1/18dc-virus-trump1-thumbWide-v3.jpg,By Annie Karni and Katie Thomas,"PRINT EDITIONPresident Says He Takes Drug Deemed a Risk|May 19, 2020, Page A1"
Trump Looks Forward to the Return of Sports With Crowds,https://www.nytimes.com/2020/05/17/sports/golf/rory-mcilroy-trump-pga.html?searchResultPosition=181,May 17,Golf,The president called in to the broadcast of the golf tour’s first live TV event since the coronavirus pandemic shuttered tournaments.,https://static01.nyt.com/images/2020/05/17/sports/17golf-trump/17golf-trump-thumbWide.jpg,By Bill Pennington,"PRINT EDITIONDuring Event, Trump Says He Looks Forward to ‘Big Stadiums Loaded With People’|May 18, 2020, Page D2"
On Politics: Putting a Stamp (or Not) on Vote-by-Mail,https://www.nytimes.com/2020/05/21/us/politics/trump-mail-voting.html?searchResultPosition=182,May 21,Politics,"President Trump makes false claims, and Mike Pompeo faces scrutiny: This is your morning tip sheet.",https://static01.nyt.com/images/2020/03/26/us/onpolitics-2020-eyeballs-icon/onpolitics-2020-eyeballs-icon-thumbWide.jpg,By Giovanni Russonello,
"Firing a Salvo in Culture Wars, Trump Pushes for Churches to Reopen",https://www.nytimes.com/2020/05/22/us/politics/trump-churches-coronavirus.html?searchResultPosition=183,May 22,Politics,"President Trump threatened to overrule states that refuse to open places of worship. The White House could not explain how he has that power, and legal experts said he did not have such authority.",https://static01.nyt.com/images/2020/05/22/us/politics/22dc-trumpvid-sub/22dc-trumpvid-sub-thumbWide-v2.jpg,By Peter Baker,"PRINT EDITIONFiring Salvo in Culture Wars,  Trump Wants Churches Open  |May 23, 2020, Page A1"
"Supreme Court, in 5-4 Decision, Rejects Church’s Challenge to Shutdown Order",https://www.nytimes.com/2020/05/30/us/supreme-court-churches-coronavirus.html?searchResultPosition=184,May 30,U.S.,A California church argued that restrictions on public gatherings treated houses of worship worse than many businesses.,https://static01.nyt.com/images/2020/05/31/us/politics/31dc-virus-scotus/merlin_170520402_b9c7ce69-5b2d-4627-8957-1a866d9d9b06-thumbWide.jpg,By Adam Liptak,"PRINT EDITIONJustices Uphold Limits On Religious Services During Health Crisis|May 31, 2020, Page A9"
,,,,,,,
How Many Covid Deaths? Don’t Ask President Trump,https://www.nytimes.com/2020/05/17/opinion/coronavirus-us-death-toll.html?searchResultPosition=185,May 17,Opinion,The president has expressed skepticism about the fatality figures reported to him by his own experts.,https://static01.nyt.com/images/2020/05/18/opinion/18deathtoll1/merlin_171555681_4cfe3ea5-0957-454e-9b45-23231c9c4434-thumbWide.jpg,By The Editorial Board,"PRINT EDITIONThe Death Toll? Don’t Ask Mr. Trump|May 18, 2020, Page A22"
"Trump Steps Up Attacks on Mail Vote, Making False Claims About Fraud",https://www.nytimes.com/2020/05/20/us/politics/trump-michigan-vote-by-mail.html?searchResultPosition=186,May 20,Politics,"President Trump initially said he might withhold federal funding for Michigan and Nevada if the states moved forward in expanding vote by mail, though he later backed off that threat.",https://static01.nyt.com/images/2020/05/20/us/politics/20trump-voting/20trump-voting-thumbWide-v5.jpg,"By Reid J. Epstein, Nick Corasaniti and Annie Karni","PRINT EDITIONFalsely Citing Fraud, President Ratchets Up Attacks on Mail Voting|May 21, 2020, Page A22"
My Futile Struggle for Stillness,https://www.nytimes.com/2020/05/24/opinion/coronavirus-mexico-usa.html?searchResultPosition=187,May 24,Opinion,"I am isolating in a Mexican village, alternating between being impressed by my capacity for serenity and wanting to strangle myself for descending into triteness of Eat, Pray, Love proportions.",https://static01.nyt.com/images/2020/05/24/opinion/24fernandez/24fernandez-thumbWide.jpg,By Belen Fernandez,
G.O.P. Officials Quietly Consider Paring Back Convention,https://www.nytimes.com/2020/05/21/us/politics/republican-convention-trump.html?searchResultPosition=188,May 21,Politics,President Trump has insisted that the Republican convention is moving ahead for August despite the coronavirus. But even he has expressed openness to a scaled-down event.,https://static01.nyt.com/images/2020/05/21/us/politics/21gop-convention/21gop-convention-thumbWide-v2.jpg,By Maggie Haberman and Annie Karni,"PRINT EDITIONG.O.P. Officials Consider Paring Back Convention|May 22, 2020, Page A18"
I Expected War. I Didn’t Expect Trump’s Impeachment or a Pandemic.,https://www.nytimes.com/2020/05/20/opinion/volodymyr-zelensky-ukraine-coronavirus.html?searchResultPosition=189,May 20,Opinion,Ukraine’s president looks back at what got him through his first year in office.,https://static01.nyt.com/images/2020/05/20/opinion/20zelensky/20zelensky-thumbWide.jpg,By Volodymyr Zelensky,"PRINT EDITIONMay 20, 2020"
Biden Says Trump ‘Surrendered’ to Coronavirus in Blistering Speech,https://www.nytimes.com/2020/06/30/us/politics/biden-speech-trump-coronavirus.html?searchResultPosition=1,June 30,Politics,"President Trump’s Democratic opponent criticized him for failing to protect the American people from the virus, as it continues to surge in many parts of the country.",https://static01.nyt.com/images/2020/06/30/us/politics/30virus-biden1/merlin_174085896_5586475f-cf09-4838-8fe1-a9769800fa13-thumbWide.jpg,By Matt Stevens and Thomas Kaplan,"PRINT EDITIONBiden, in Blistering Speech, Says Trump ‘Surrendered’ to the Coronavirus|July 1, 2020, Page A9"
Trump Is Feeding America’s Coronavirus Nightmare,https://www.nytimes.com/2020/06/24/opinion/trump-coronavirus.html?searchResultPosition=2,June 24,Opinion,“It’s going away” only in the president’s delusion.,https://static01.nyt.com/images/2020/06/24/us/kristof24_chart_international-promo-1593040598330/kristof24_chart_international-promo-1593040598330-thumbWide.png,By Nicholas Kristof,"PRINT EDITIONJune 25, 2020, Page A25"
Biden Hits Trump’s Coronavirus Response: ‘He’s Worried About Looking Bad’,https://www.nytimes.com/2020/06/25/us/politics/biden-speech-trump-coronavirus.html?searchResultPosition=3,June 25,Politics,"Joe Biden took aim at President Trump’s approach to the virus: “It’s all whining and self-pity.” In a separate interview, he said he would require mask-wearing in public if he were president.",https://static01.nyt.com/images/2020/06/25/us/politics/25biden-sub/25biden-sub-thumbWide.jpg,By Reid J. Epstein,"PRINT EDITIONBiden Attacks Trump’s Remark About Virus Testing|June 26, 2020, Page A25"
America Is Too Broken to Fight the Coronavirus,https://www.nytimes.com/2020/06/22/opinion/us-coronavirus-trump.html?searchResultPosition=4,June 22,Opinion,No other developed country is doing so badly.,https://static01.nyt.com/images/2020/06/22/opinion/22goldbergWeb/22goldbergWeb-thumbWide.jpg,By Michelle Goldberg,"PRINT EDITIONToo Broken To Fight the Coronavirus|June 23, 2020, Page A23"
,,,,,,,
"In Tulsa, Trump Plays Down Coronavirus Cases and Demonizes Protesters",https://www.nytimes.com/video/us/politics/100000007202247/trump-tulsa-rally.html?searchResultPosition=5,June 20,Politics,"President Trump said he wanted to slow coronavirus testing, questioned protesters’ toppling of Confederate monuments across the country and vowed to defeat his presumptive Democratic challenger, former Vice President Joe Biden, in November.",https://static01.nyt.com/images/2020/06/20/world/20trump-vid-cover-sub/20trump-vid-cover-sub-thumbWide.jpg,,
Can We Call Trump a Killer?,https://www.nytimes.com/2020/06/24/opinion/trump-coronavirus-deaths.html?searchResultPosition=6,June 24,Opinion,There is no way to remove his culpability in the neglectful handling of the coronavirus.,https://static01.nyt.com/images/2020/06/24/opinion/24blowWEb/24blowWEb-thumbWide.jpg,By Charles M. Blow,
White House Eases Virus Restrictions Except for Those Around Trump,https://www.nytimes.com/2020/06/22/us/politics/white-house-coronavirus-restrictions.html?searchResultPosition=7,June 22,Politics,"Every staff member and guest in contact with President Trump and Vice President Mike Pence will still have their temperatures taken, be asked their symptom histories and be tested for the coronavirus.",https://static01.nyt.com/images/2020/06/22/us/politics/22dc-virus-whitehouse-sub/merlin_173808609_c13041c1-dbec-4315-ada3-3a6ac8eea13e-thumbWide.jpg,By Annie Karni,"PRINT EDITIONWhite House Relaxes Restrictions, Except for Those Around Trump|June 23, 2020, Page A10"
Meet the Supporters Trump Has Lost,https://www.nytimes.com/2020/07/01/upshot/poll-trump-defectors-2020-election.html?searchResultPosition=8,July 1,The Upshot,A significant majority of people who voted for him in 2016 are planning to do so again. What is different about those who’ve had a change of heart?,https://static01.nyt.com/images/2020/07/01/business/01up-trumpdefectors-robert/01up-trumpdefectors-robert-thumbWide-v2.jpg,"By Claire Cain Miller, Kevin Quealy and Nate Cohn","PRINT EDITIONThey Backed Trump in 2016. But Not This Year.|July 2, 2020, Page A1"
Two More Trump Staff Members Test Positive for Coronavirus After Tulsa Rally,https://www.nytimes.com/2020/06/22/us/politics/trump-campaign-coronavirus-tulsa.html?searchResultPosition=9,June 22,Politics,"The workers, who attended the rally, joined six other members of the campaign’s advance team who tested positive before the event.",https://static01.nyt.com/images/2020/06/22/us/politics/22virus-tulsa/22virus-tulsa-thumbWide.jpg,By Annie Karni,"PRINT EDITION2 More Trump Staff Members Test Positive After Tulsa Rally|June 23, 2020, Page A9"
Trump Faces Mounting Defections From a Once-Loyal Group: Older White Voters,https://www.nytimes.com/2020/06/28/us/politics/trump-approval-older-voters-coronavirus.html?searchResultPosition=10,June 28,Politics,No Democrat has won or broken even with voters over 65 in two decades. But seniors’ dismay about President Trump could change that.,https://static01.nyt.com/images/2020/06/29/us/politics/29seniors-poll1/merlin_162061284_69d20495-9cd8-466b-869b-7ddc7676fad7-thumbWide.jpg,By Alexander Burns and Katie Glueck,"PRINT EDITIONMany Older White Voters Reject the Trump Playbook|June 29, 2020, Page A16"
"‘We Will Be Doing More Testing,’ Fauci Says, Disputing Trump Claim",https://www.nytimes.com/video/us/politics/100000007205986/fauci-coronavirus-testing-trump.html?searchResultPosition=11,June 23,Politics,"At a House hearing, Dr. Anthony S. Fauci contradicted President Trump, saying that neither he nor any other officials he knew of had been asked by the president to slow coronavirus testing.",https://static01.nyt.com/images/2020/06/23/us/23virus-briefing-hearing/23virus-briefing-hearing-thumbWide.jpg,By Reuters,
Biden Takes Dominant Lead as Voters Reject Trump on Virus and Race,https://www.nytimes.com/2020/06/24/us/politics/trump-biden-poll-nyt-upshot-siena-college.html?searchResultPosition=12,June 24,Politics,"A New York Times/Siena College poll finds that Joseph R. Biden Jr. is ahead of the president by 14 points, leading among women and nonwhite voters and cutting into his support with white voters.",https://static01.nyt.com/images/2020/06/23/us/-promo-1592949468987/-promo-1592949468987-thumbWide.jpg,"By Alexander Burns, Jonathan Martin and Matt Stevens","PRINT EDITIONBiden Holds 14-Point Edge Over Trump in a New Poll|June 25, 2020, Page A1"
Trump Rally Fizzles as Attendance Falls Short of Campaign’s Expectations,https://www.nytimes.com/2020/06/20/us/politics/tulsa-trump-rally.html?searchResultPosition=13,June 20,Politics,President Trump’s attempt to revive his re-election bid sputtered badly as he traveled to Tulsa for his first mass rally in months but found a small crowd and delivered a disjointed speech.,https://static01.nyt.com/images/2020/06/20/us/politics/20vid-tulsa-rallyvid1/20vid-tulsa-rallyvid1-thumbWide.jpg,"By Michael D. Shear, Maggie Haberman and Astead W. Herndon","PRINT EDITIONTrump’s Plan For a Big Rally Sputters Badly|June 21, 2020, Page A1"
New Numbers Showing Coronavirus Spread Intrude on a White House in Denial,https://www.nytimes.com/2020/06/26/us/politics/trump-coronavirus.html?searchResultPosition=14,June 26,Politics,Both President Trump and Vice President Pence seem oblivious to the new chapter in the pandemic.,https://static01.nyt.com/images/2020/06/26/us/politics/26dc-virus-trump1/merlin_173960877_c78f28bc-0466-4e9a-8747-34c0e1766857-thumbWide.jpg,By Michael D. Shear and Maggie Haberman,"PRINT EDITIONVirus’s New Vigor Intrudes On Administration in Denial|June 27, 2020, Page A6"
,,,,,,,
‘They Test and They Test’: Trump Brushes Off Rise in Covid-19 Cases,https://www.nytimes.com/video/us/politics/100000007202285/trump-tulsa-rally-coronavirus.html?searchResultPosition=15,June 20,Politics,President Trump claimed rising numbers of coronavirus cases as states reopen across the country were due to increased testing.,https://static01.nyt.com/images/2020/06/20/world/20trump-vid-cover-sub/20trump-vid-cover-sub-thumbWide.jpg,By The Associated Press,
"As the Coronavirus Spreads, Drug Pricing Legislation Remains Stalled",https://www.nytimes.com/2020/06/27/us/politics/coronavirus-drug-pricing-legislation.html?searchResultPosition=16,June 27,Politics,"For both parties, taking action to reduce the cost of prescription drugs was a banner policy issue before the coronavirus outbreak. Does it still have a chance?",https://static01.nyt.com/images/2020/06/26/us/politics/00dc-prescriptiondrugs1/00dc-prescriptiondrugs1-thumbWide.jpg,By Noah Weiland,"PRINT EDITIONAs the Coronavirus Spreads, Legislation on Drug Pricing Remains Stalled|June 28, 2020, Page A27"
Some Republicans Aren’t in Denial About the Virus. Trump Still Is.,https://www.nytimes.com/2020/06/23/opinion/coronavirus-testing-trump.html?searchResultPosition=17,June 23,Opinion,Downplaying the seriousness of the coronavirus has not stopped it from spreading in parts of the U.S.,https://static01.nyt.com/images/2020/06/24/opinion/24covid/merlin_173451099_adebfc1e-70f3-423b-a2e5-5ab7d1f251fe-thumbWide.jpg,By The Editorial Board,"PRINT EDITIONMr. Trump Can’t Wish Away the Virus|June 24, 2020, Page A22"
Biden Says Trump ‘Waved the White Flag’,https://www.nytimes.com/2020/07/01/us/politics/biden-trump-coronavirus.html?searchResultPosition=18,July 1,Politics,The Democratic challenger goes on offense over the coronavirus: This is your morning tip sheet.,https://static01.nyt.com/images/2020/05/20/us/onpolitics-mask/onpolitics-mask-thumbWide.jpg,By Giovanni Russonello,
"Ahead of Trump Visit, Church Makes Unproven Claim of Virus-Killing Technology",https://www.nytimes.com/2020/06/23/us/politics/trump-arizona-church-covid.html?searchResultPosition=19,June 23,Politics,The president went to Phoenix to speak to a group of student supporters.,https://static01.nyt.com/images/2020/06/23/us/politics/23church-ions/23church-ions-thumbWide.jpg,By Jennifer Medina and Kenneth Chang,"PRINT EDITIONChurch Hosting Trump Event Makes Unproven Claim on Virus-Killing Technology|June 24, 2020, Page A20"
"Amid Pandemic and Protests, Trump Rally Fails to Fill Arena",https://www.nytimes.com/video/us/politics/100000007201990/trump-supporters-gather-in-tulsa-for-rally.html?searchResultPosition=20,June 20,Politics,President Trump’s first campaign event since the start of the coronavirus pandemic and the nationwide protests for racial justice drew a smaller crowd than the campaign had hyped.,https://static01.nyt.com/images/2020/06/20/us/politics/20vid-tulsa-rallyvid1/20vid-tulsa-rallyvid1-thumbWide.jpg,By Ainara Tiefenthäler,
Trump’s Juneteenth Tweet: A Warning to Protesters at His Tulsa Rally,https://www.nytimes.com/2020/06/19/us/politics/trump-tweet-tulsa-protests.html?searchResultPosition=21,June 19,Politics,"The president issued a thinly veiled threat to anyone planning to demonstrate at his campaign rally on Saturday, but drew no distinction between peaceful protesters and “looters or lowlifes.”",https://static01.nyt.com/images/2020/06/19/us/politics/19TRUMP-TULSA/merlin_173591838_d15416cc-82d8-47a9-895a-784026b538e0-thumbWide.jpg,By Annie Karni and Michael D. Shear,"PRINT EDITIONTrump Lumps Peaceful Protesters In With ‘Looters’ in Twitter Threat|June 20, 2020, Page A14"
Trump Defends China Trade Deal After Adviser Says It’s ‘Over’,https://www.nytimes.com/2020/06/23/business/economy/trump-navarro-china-trade-deal.html?searchResultPosition=22,June 23,Economy,"Peter Navarro, the White House trade adviser, quickly walked back his remarks, which caused markets to dive.",https://static01.nyt.com/images/2020/06/22/us/politics/22dc-chinatrade1/22dc-chinatrade1-thumbWide.jpg,By Ana Swanson,"PRINT EDITIONJune 23, 2020"
"Waiting for Trump: Hats, Flags, Little Fear of the Virus",https://www.nytimes.com/2020/06/20/us/politics/waiting-for-trump-hats-flags-little-fear-of-the-virus.html?searchResultPosition=23,June 20,Politics,"Supporters waiting to attend President Trump’s return to the campaign trail displayed their loyalty to him, though there were empty seats as the program started.",https://static01.nyt.com/images/2020/06/20/us/politics/20vid-tulsa-rallyvid1/20vid-tulsa-rallyvid1-thumbWide.jpg,By Katie Glueck and Astead W. Herndon,"PRINT EDITIONArdent Supporters Turn Out for Trump, Regardless of Virus Risk|June 21, 2020, Page A23"
"Trump Supporters Camp Out Ahead of Tulsa Rally, Despite Virus Risk",https://www.nytimes.com/video/us/politics/100000007199618/trump-tulsa-rally-supporters-coronavirus.html?searchResultPosition=24,June 18,Politics,"Supporters of President Trump lined up outside the BOK Center in Tulsa, Okla., two days ahead of his rally. The president and some of his supporters have shrugged off concerns that the event could spread the coronavirus.",https://static01.nyt.com/images/2020/06/18/world/18trump-vid-promo-sub/merlin_173683800_1c984279-f1e2-4154-b24d-02a7652b9900-thumbWide.jpg,By The Associated Press,
,,,,,,,
What to Watch For at Trump’s Tulsa Campaign Rally,https://www.nytimes.com/2020/06/20/us/politics/what-time-is-trump-rally.html?searchResultPosition=25,June 20,Politics,Will the thousands of Trump supporters wear masks? What time is the rally? How will President Trump talk about race? What protests will he face? Here’s what you need to know.,https://static01.nyt.com/images/2020/06/20/us/politics/20whattowatch-tulsa/20whattowatch-tulsa-thumbWide.jpg,"By Annie Karni, Astead W. Herndon and Katie Glueck","PRINT EDITIONJune 20, 2020"
Tulsa Officials Plead for Trump to Cancel Rally as Virus Spikes in Oklahoma,https://www.nytimes.com/2020/06/16/us/politics/trump-coronavirus-rally.html?searchResultPosition=26,June 16,Politics,"President Trump will hold his first campaign rally in months on Saturday in Oklahoma, where infections are rising, and officials there are pleading with him to cancel or hold it outdoors.",https://static01.nyt.com/images/2020/06/16/us/politics/16dc-virus-tulsa1/merlin_173012235_9c3ba86e-2359-4dc3-aa80-23777ed7151e-thumbWide.jpg,By Noah Weiland,"PRINT EDITIONFearing More Illness, Tulsa Asks Trump to Move Rally|June 17, 2020, Page A18"
"As the Virus Surges in South Florida, a Trump Resort Joins the Rush to Reopen",https://www.nytimes.com/2020/06/23/us/trump-doral-reopen-coronavirus.html?searchResultPosition=27,June 23,U.S.,"Miami-Dade County has been hit with about a quarter of the state’s cases. The Doral hotel and golf club there is taking steps to prevent infection, even as many visitors and some workers do not wear masks.",https://static01.nyt.com/images/2020/06/23/multimedia/23virus-trumporg-open-1/merlin_173849997_2f7b2190-0375-48ed-b45f-abcff4ddcffb-thumbWide.jpg,"By Eric Lipton, Neil Reisner, Steve Eder and Ben Protess","PRINT EDITIONAs the Virus Surges in Florida, a Trump Resort Joins the Rush to Reopen|June 24, 2020, Page A7"
The World Builds a Wall to Keep America Out,https://www.nytimes.com/2020/07/01/opinion/us-travel-ban-europe.html?searchResultPosition=28,July 1,Opinion,America has no monopoly on success.,https://static01.nyt.com/images/2020/07/02/opinion/02manjoo1/01manjoo1-thumbWide.jpg,By Farhad Manjoo,"PRINT EDITIONThe World Builds a Wall to Keep Us Out|July 2, 2020, Page A27"
"Federal Agency Halts Studies of Hydroxychloroquine, Drug Trump Promoted",https://www.nytimes.com/2020/06/20/health/hydroxychloroquine-coronavirus-trial.html?searchResultPosition=29,June 20,Health,"The National Institutes of Health decided to stop one trial because the drug was unlikely to benefit patients, and another because not enough people enrolled.",https://static01.nyt.com/images/2020/06/20/science/20virus-drug/merlin_173191026_480392c1-e26f-4edc-918d-ffd2bb29e81b-thumbWide.jpg,By Katie Thomas,"PRINT EDITIONN.I.H. Halts Clinical Trial Of Drug Hailed by Trump|June 21, 2020, Page A10"
Ask Not What President Trump Can Do for You,https://www.nytimes.com/2020/06/15/opinion/trump-rally-coronavirus.html?searchResultPosition=30,June 15,Opinion,His made-for-TV rallies can be matters of life and death.,https://static01.nyt.com/images/2020/06/15/opinion/15cottle1/merlin_169303896_5ba3ef99-e11a-4140-87c2-b2e798773752-thumbWide.jpg,By Michelle Cottle,"PRINT EDITIONAsk Not What Trump Can Do for You|June 16, 2020, Page A30"
"Fact-Checking Trump’s Tulsa Rally: Covid-19, Protesters and Biden",https://www.nytimes.com/2020/06/20/us/politics/trump-factcheck-tulsa-rally.html?searchResultPosition=31,June 20,Politics,"In his first rally in months, President Trump made multiple statements that were false, misleading or lacked evidence.",https://static01.nyt.com/images/2020/06/20/us/politics/20dc-factcheck-pix/20dc-factcheck-pix-thumbWide.jpg,By Linda Qiu and Reid J. Epstein,
Who Will Face Mitch McConnell in November?,https://www.nytimes.com/2020/06/23/us/politics/mitch-mcconnell-kentucky-primary.html?searchResultPosition=32,June 23,Politics,"Several states are holding primaries, and virus cases are surging. This is your morning tip sheet.",https://static01.nyt.com/images/2020/05/26/us/onpolitics-sticker-animated/onpolitics-sticker-animated-thumbWide-v3.jpg,By Giovanni Russonello,
"Jacksonville, Trump’s New Convention Site, Will Now Require Face Masks",https://www.nytimes.com/2020/06/29/us/politics/rnc-masks-convention.html?searchResultPosition=33,June 29,Politics,"Republicans moved their national convention to Florida to avoid social distancing measures and masks, but officials in Jacksonville are mandating new precautions as coronavirus infections surge.",https://static01.nyt.com/images/2020/06/29/us/politics/29jacksonville1/29jacksonville1-thumbWide.jpg,By Patricia Mazzei,"PRINT EDITIONJacksonville, New G.O.P. Convention Site, Now Requires Masks Indoors|June 30, 2020, Page A18"
Is Trump Trying to Spread Covid-19?,https://www.nytimes.com/2020/06/16/opinion/trump-coronavirus.html?searchResultPosition=34,June 16,Opinion,Does he start each day wondering what expert advice to ignore next?,https://static01.nyt.com/images/2020/06/16/opinion/16friedman1/merlin_173565756_7549f509-9663-44b8-bc18-dc8f5b912fca-thumbWide.jpg,By Thomas L. Friedman,"PRINT EDITIONJune 17, 2020, Page A24"
,,,,,,,
Refusing to Wear a Mask Is Like Driving Drunk,https://www.nytimes.com/2020/07/01/opinion/coronavirus-face-masks.html?searchResultPosition=35,July 1,Opinion,Republicans talk a good game about “personal responsibility.” It’s time for President Trump’s supporters to actually display some.,https://static01.nyt.com/images/2020/07/01/opinion/01kristof1/01kristof1-thumbWide.jpg,By Nicholas Kristof,"PRINT EDITIONJuly 2, 2020, Page A26"
